trade_id,date,time,side,reason,price,position_before_pct,position_after_pct,delta_pct,realized_pnl,capital_after,final_score,legacy_score,trend_score,signal_score,norm_short,norm_long,regime,risk_scale,target_position_pct,direction,speed
99,2019-12-23,09:58:11,buy,signal,7.4907,16.52,44.34,27.82,-28.35,101925.2,0.3728,0.3403,0.3684,0.5509,0.5976,0.2059,uptrend,0.8,44.33,up,1.0
100,2019-12-23,10:04:02,sell,signal,7.4992,44.37,31.87,-12.5,-75.72,101971.51,-0.0639,-0.1034,-0.087,-0.2707,-0.0607,-0.0208,uptrend,0.8,31.06,down,0.7231
101,2019-12-24,09:48:33,sell,trailing_stop,7.2893,31.26,0.0,-31.26,-1101.98,101026.77,0.1047,0.0308,0.0088,0.2847,0.2061,-0.0671,uptrend,0.52,0.0,up,1.0
102,2019-12-24,09:54:51,buy,signal,7.3207,0.0,22.06,22.06,-22.28,101002.26,0.0889,0.0326,0.0424,0.1189,0.048,-0.0268,uptrend,0.52,22.05,up,0.1289
103,2019-12-25,10:09:03,buy,signal,7.6808,22.89,36.9,14.01,-14.3,102082.17,0.5149,0.5316,0.4792,0.7773,0.8715,0.4025,uptrend,0.52,36.89,up,0.7773
104,2019-12-25,13:15:41,sell,trailing_stop,8.0992,38.15,22.59,-15.55,1267.6,104124.28,0.0422,-0.0201,-0.035,0.0972,-0.1626,-0.1202,uptrend,0.52,20.0,up,0.9833
105,2019-12-25,13:18:06,buy,signal,8.1708,22.74,38.17,15.43,-16.09,104309.89,0.5808,0.6038,0.6031,0.7851,0.9169,0.4816,uptrend,1.0,73.3,up,0.7851
106,2019-12-26,09:30:42,sell,trailing_stop,8.0492,37.83,22.31,-15.52,591.03,103707.31,0.2704,0.2388,0.3198,0.243,0.3696,-0.0976,uptrend,1.0,20.0,up,0.4236
107,2019-12-27,09:32:29,buy,signal,8.1108,22.44,35.59,13.16,-13.66,103864.7,0.1911,0.1725,0.1808,0.1654,0.2478,0.3947,uptrend,1.0,35.59,up,0.1654
108,2019-12-27,09:40:13,sell,trailing_stop,8.0292,35.36,20.0,-15.36,278.39,103482.56,0.2581,0.167,0.3135,0.3483,0.3081,-0.0122,uptrend,1.0,20.0,up,0.4893
109,2020-01-06,10:04:08,buy,signal,8.1208,20.18,41.64,21.46,-22.25,103690.07,0.5723,0.6668,0.5457,0.69,1.0192,0.6144,uptrend,1.0,72.48,up,0.69
110,2020-01-06,10:51:39,sell,signal,8.1692,41.79,29.26,-12.53,249.91,103941.61,-0.1233,-0.1675,-0.1864,-0.3035,-0.1465,-0.232,uptrend,1.0,29.25,down,0.6436
111,2020-01-07,09:36:43,buy,signal,8.3008,29.58,45.49,15.9,-16.6,104407.2,0.558,0.6042,0.5836,0.6783,0.8405,0.6027,uptrend,1.0,71.1,up,0.6783
112,2020-01-07,09:52:06,sell,signal,8.3492,45.64,31.95,-13.69,399.71,104677.53,-0.2407,-0.3363,-0.2925,-0.4371,-0.5869,-0.2341,uptrend,1.0,31.94,down,0.4371
113,2020-01-07,10:18:41,buy,signal,8.3108,31.84,45.95,14.11,-14.74,104501.11,0.4319,0.4283,0.4084,0.636,0.8487,0.3504,uptrend,1.0,58.89,up,0.636
114,2020-01-07,10:30:10,sell,signal,8.2992,45.92,32.15,-13.77,209.15,104427.5,-0.2007,-0.2814,-0.2857,-0.3302,-0.5078,-0.1872,uptrend,1.0,32.14,down,0.4198
115,2020-01-08,10:03:37,buy,signal,8.2708,32.07,50.07,18.0,-18.77,104285.52,0.3406,0.3783,0.2801,0.4254,0.7144,0.4319,uptrend,1.0,50.06,up,0.4254
116,2020-01-08,10:15:34,sell,signal,8.2792,50.1,37.41,-12.69,103.22,104334.09,-0.1758,-0.2373,-0.2741,-0.3012,-0.415,-0.1426,uptrend,1.0,35.07,down,0.3012
117,2020-01-09,14:53:25,sell,signal,8.2492,37.32,11.65,-25.67,111.99,104163.25,-0.2718,-0.3602,-0.3271,-0.5097,-0.69,-0.4269,uptrend,1.0,10.97,down,0.5097
118,2020-01-10,09:42:04,buy,signal,8.2508,11.65,27.5,15.84,-16.5,104145.1,0.2462,0.214,0.2823,0.2216,0.2207,0.0985,uptrend,1.0,40.93,up,0.3841
119,2020-01-10,13:14:16,buy,signal,8.0508,27.01,41.46,14.44,-14.94,103434.42,0.2637,0.1474,0.3379,0.3844,0.4806,-0.028,uptrend,1.0,42.61,up,0.5496
120,2020-01-13,10:29:53,buy,signal,8.1608,41.79,57.48,15.7,-16.32,104002.39,0.5541,0.6108,0.5212,0.7553,1.0058,0.5983,uptrend,1.0,70.72,up,0.7553
121,2020-01-13,13:21:57,sell,signal,8.1892,57.57,40.31,-17.27,31.46,104202.38,-0.1614,-0.2529,-0.2896,-0.145,-0.618,-0.3308,uptrend,1.0,40.3,down,0.6191
122,2020-01-13,13:58:11,buy,signal,8.2108,40.37,54.63,14.27,-14.87,104288.59,0.4778,0.4533,0.504,0.6845,0.8543,0.3765,uptrend,1.0,63.33,up,0.7107
123,2020-01-13,14:08:13,sell,signal,8.1692,54.51,38.81,-15.7,-34.38,103993.03,-0.2857,-0.4359,-0.3237,-0.4235,-0.7101,-0.3836,uptrend,1.0,38.16,down,0.4235
124,2020-01-15,13:33:47,buy,signal,8.0208,38.37,55.94,17.58,-18.14,103232.15,0.4013,0.365,0.3888,0.6325,0.825,0.1249,uptrend,1.0,55.93,up,0.6325
125,2020-01-15,14:47:24,sell,signal,8.1292,56.28,43.31,-12.97,-12.8,104009.41,-0.2611,-0.4058,-0.2795,-0.4239,-0.6558,-0.7073,uptrend,1.0,21.0,down,0.4239
126,2020-01-15,14:56:08,sell,trailing_stop,8.1492,43.37,27.72,-15.65,24.54,104102.3,0.3376,0.3567,0.2635,0.4886,0.5423,0.4994,uptrend,0.8,23.87,up,0.4886
127,2020-01-16,09:48:52,sell,trailing_stop,8.1092,27.62,7.62,-20.0,-70.99,103937.8,-0.0133,-0.0972,-0.1459,0.1409,-0.0194,-0.0367,uptrend,1.0,7.62,neutral,0.3794
128,2020-01-16,13:49:01,buy,signal,8.2408,7.73,23.57,15.84,-16.48,104046.63,0.2508,0.2855,0.1965,0.241,0.4615,0.5396,uptrend,1.0,41.37,up,0.2983
129,2020-01-16,13:53:51,buy,signal,8.2608,23.62,37.75,14.14,-14.71,104089.97,0.3027,0.2633,0.3508,0.3285,0.4102,0.1787,uptrend,1.0,46.39,up,0.4441
130,2020-01-17,14:14:07,buy,signal,8.1008,37.29,51.66,14.37,-14.84,103312.45,0.3571,0.3554,0.331,0.4871,0.5315,0.1986,uptrend,1.0,51.65,up,0.4871
131,2020-01-17,14:34:47,sell,signal,8.0792,51.6,36.12,-15.48,-236.42,103163.1,-0.1507,-0.1881,-0.2292,-0.345,-0.3388,-0.1243,uptrend,1.0,36.12,down,0.5137
132,2020-01-20,09:57:03,buy,signal,8.0508,36.04,56.16,20.12,-20.72,103001.94,0.5394,0.5656,0.5075,0.7966,0.9371,0.4957,uptrend,0.8,56.15,up,0.7966
133,2020-01-20,10:17:46,sell,signal,8.0692,56.22,42.96,-13.26,-134.77,103130.61,0.0206,0.0795,-0.2218,0.0762,0.0912,0.1788,uptrend,0.8,42.96,neutral,0.5916
134,2020-01-20,14:36:22,sell,signal,8.2392,43.47,30.43,-13.04,148.82,104049.03,-0.0901,-0.0732,-0.2983,-0.11,-0.2461,0.1791,uptrend,0.8,30.43,down,0.9306
135,2020-01-21,14:28:34,buy,signal,8.0708,29.99,45.71,15.72,-16.25,103377.84,0.2956,0.2794,0.2847,0.3704,0.4799,0.1761,uptrend,1.0,45.71,up,0.845
136,2020-01-21,14:48:01,sell,signal,8.0392,45.62,31.99,-13.63,-149.59,103186.68,0.0395,-0.0053,0.0378,-0.0913,0.1222,0.0348,uptrend,1.0,31.98,neutral,0.4152
137,2020-01-21,14:50:45,sell,signal,8.0292,31.96,15.67,-16.29,-199.69,103127.15,-0.3858,-0.5115,-0.4149,-0.6986,-0.883,-0.5971,uptrend,1.0,15.42,down,0.6986
138,2020-01-22,09:35:27,sell,trailing_stop,7.8592,15.39,0.1,-15.3,-530.55,102767.67,0.265,0.1468,0.3674,0.3386,0.3626,0.1519,uptrend,0.8,0.0,up,0.7334
139,2020-01-22,09:42:10,buy,signal,7.8708,0.1,23.84,23.74,-24.4,102740.96,0.2323,0.1844,0.2672,0.2328,0.3507,0.2584,uptrend,0.8,34.35,up,0.3973
140,2020-01-23,10:01:46,buy,signal,8.3508,24.93,38.5,13.57,-14.14,104219.34,0.5744,0.6949,0.4839,0.7524,0.9741,0.9171,uptrend,0.8,58.64,up,0.7524
141,2020-01-23,10:08:07,buy,signal,8.4408,38.76,52.42,13.66,-14.29,104636.14,0.4867,0.5576,0.4477,0.5983,0.7476,0.8412,uptrend,0.8,52.41,up,0.5983
142,2020-01-23,10:08:49,sell,signal,8.4492,52.45,36.72,-15.73,576.85,104683.01,-0.1097,-0.0402,-0.3215,-0.2671,-0.3633,0.3458,uptrend,0.8,36.71,down,1.0
143,2020-02-03,09:43:24,sell,trailing_stop,7.4493,33.84,12.27,-21.58,-2039.08,100110.22,0.5291,0.6377,0.4012,0.7601,1.017,0.9334,uptrend,0.7,0.0,up,0.7601
144,2020-02-07,10:41:34,sell,trailing_stop,7.6192,12.51,0.0,-12.51,-879.18,100376.68,0.0936,0.1215,0.0981,-0.1672,0.0332,0.3226,uptrend,1.0,0.0,up,0.7858
145,2020-02-07,10:42:26,buy,signal,7.6008,0.0,16.66,16.66,-16.72,100358.29,0.0408,0.0129,-0.0229,-0.0126,0.0738,0.1054,uptrend,0.8,20.77,up,0.3098
146,2020-02-07,11:13:26,buy,signal,7.5608,16.59,30.0,13.42,-13.45,100255.5,0.2275,0.2083,0.2235,0.2279,0.4762,0.3295,uptrend,0.8,34.01,up,0.2279
147,2020-02-10,09:31:48,buy,signal,7.6708,30.31,44.34,14.03,-14.13,100677.63,0.3729,0.3774,0.3208,0.553,0.5399,0.2675,uptrend,0.8,44.34,up,0.553
148,2020-02-10,09:36:22,sell,signal,7.7592,44.63,31.24,-13.39,245.85,101186.56,-0.2277,-0.2532,-0.3197,-0.5025,-0.5691,-0.2609,uptrend,0.8,31.24,down,0.5025
149,2020-02-10,10:17:34,buy,signal,7.8708,31.55,47.04,15.49,-15.74,101617.4,0.3755,0.4131,0.3842,0.3654,0.8786,0.5465,uptrend,1.0,53.43,up,0.3654
150,2020-02-10,10:25:56,sell,signal,7.8492,46.98,32.89,-14.09,264.32,101480.18,-0.1078,-0.1606,-0.1647,-0.2637,-0.1193,-0.014,uptrend,1.0,32.88,down,0.6281
151,2020-02-11,09:37:43,buy,signal,7.8608,32.92,45.62,12.7,-12.89,101508.52,0.2946,0.3277,0.234,0.3444,0.4493,0.2934,uptrend,1.0,45.61,up,0.4718
152,2020-02-11,09:43:08,sell,signal,7.8492,45.58,31.91,-13.67,175.46,101434.35,-0.1634,-0.1977,-0.293,-0.2825,-0.2884,-0.1127,uptrend,1.0,31.91,down,0.6907
153,2020-02-11,11:22:38,buy,signal,7.7908,31.75,48.18,16.43,-16.62,101168.65,0.3211,0.3401,0.2856,0.3837,0.6266,0.4133,uptrend,1.0,48.17,up,0.3837
154,2020-02-11,13:14:54,sell,signal,7.8492,48.37,33.86,-14.51,155.2,101527.85,-0.0702,-0.0001,-0.2546,-0.2413,-0.0353,0.2144,uptrend,1.0,33.86,down,0.8698
155,2020-02-12,09:51:55,sell,trailing_stop,8.0092,34.32,20.0,-14.31,443.09,102212.48,0.1805,0.1194,0.1861,0.2155,0.2339,-0.026,uptrend,1.0,20.0,up,0.3453
156,2020-02-12,10:08:18,buy,signal,8.0508,20.08,50.1,30.01,-30.69,102280.81,0.5132,0.542,0.5293,0.6478,0.7965,0.3565,uptrend,1.0,66.76,up,0.6478
157,2020-02-12,10:15:09,sell,signal,8.0392,50.06,35.05,-15.01,186.17,102200.27,-0.0516,-0.0227,-0.2196,-0.1366,-0.0063,0.1286,uptrend,1.0,35.04,down,0.8567
158,2020-02-13,09:46:25,buy,signal,8.3608,35.94,59.0,23.06,-23.88,103599.69,0.4328,0.4701,0.3794,0.5974,0.7643,0.5419,uptrend,1.0,58.99,up,0.5974
159,2020-02-13,09:50:57,sell,signal,8.4292,59.2,41.45,-17.75,702.38,104091.14,-0.0703,-0.1462,0.0108,-0.3927,-0.3449,-0.1839,uptrend,1.0,41.44,down,0.5594
160,2020-02-13,10:15:18,sell,signal,8.5591,41.82,29.28,-12.54,691.03,104741.97,-0.2167,-0.2506,-0.3199,-0.4391,-0.3514,-0.1133,uptrend,1.0,29.27,down,1.0
161,2020-02-14,09:47:54,buy,signal,8.9409,30.18,60.2,30.02,-31.83,106068.18,0.4935,0.5128,0.4579,0.728,0.8368,0.4784,uptrend,1.0,64.85,up,0.728
162,2020-02-14,09:50:32,sell,signal,8.9591,60.25,42.18,-18.07,923.01,106189.91,-0.0541,-0.0429,-0.169,-0.1993,0.0489,0.1005,uptrend,1.0,42.18,down,0.6256
163,2020-02-17,09:30:58,sell,signal,8.8791,41.97,29.38,-12.59,526.22,105775.31,-0.3568,-0.4147,-0.5751,-0.4468,-0.3796,-0.2599,uptrend,1.0,29.38,down,1.0
164,2020-02-17,10:23:11,sell,trailing_stop,8.8891,29.4,10.75,-18.65,801.07,105788.59,-0.0378,-0.0327,-0.2233,-0.0196,0.1052,0.1615,uptrend,1.0,9.4,neutral,0.9244
165,2020-02-17,10:29:11,buy,signal,9.0009,10.87,27.86,17.0,-18.0,105909.51,0.4398,0.5249,0.4348,0.4069,0.8215,0.6881,uptrend,1.0,59.66,up,0.4069
166,2020-02-17,10:34:24,buy,signal,9.0109,27.89,40.88,13.0,-13.76,105927.16,0.2548,0.2849,0.2259,0.2119,0.4526,0.2847,uptrend,1.0,41.75,up,0.2119
167,2020-02-18,09:43:25,buy,signal,9.1009,41.12,56.53,15.41,-16.38,106341.73,0.5197,0.5865,0.4937,0.6493,0.8816,0.5372,uptrend,1.0,67.39,up,0.6493
168,2020-02-18,09:45:10,sell,signal,9.1091,56.56,39.6,-16.96,322.59,106387.93,-0.0816,-0.0933,-0.1423,-0.3018,-0.1287,0.2155,uptrend,1.0,39.59,down,0.851
169,2020-02-18,13:21:22,buy,signal,9.1009,39.57,53.1,13.53,-14.38,106325.87,0.4825,0.5278,0.4269,0.6818,0.888,0.6255,uptrend,1.0,63.79,up,0.6818
170,2020-02-18,13:27:52,sell,signal,9.1291,53.18,37.23,-15.95,262.55,106493.3,-0.0599,-0.0009,-0.2423,-0.1981,-0.083,0.2038,uptrend,1.0,37.23,down,0.2986
171,2020-02-19,09:33:14,buy,signal,9.551,38.29,55.93,17.64,-19.1,108296.22,0.5626,0.65,0.5159,0.7255,0.852,0.8255,uptrend,1.0,71.55,up,0.7255
172,2020-02-19,09:36:37,sell,signal,9.699,56.31,43.03,-13.29,793.73,109231.62,-0.0012,-0.0004,-0.1727,0.0375,-0.0787,0.0809,uptrend,1.0,43.02,neutral,0.652
173,2020-02-19,09:37:37,sell,signal,9.679,42.97,30.09,-12.89,741.48,109119.24,-0.1212,-0.2306,-0.2505,-0.0206,-0.3068,-0.2501,uptrend,1.0,30.08,down,0.3064
174,2020-02-19,14:50:24,sell,signal,10.109,31.01,18.29,-12.72,1307.54,110562.07,-0.438,-0.5818,-0.4531,-0.7863,-0.9669,-0.7132,uptrend,1.0,16.0,down,0.7863
175,2020-02-20,09:31:29,sell,trailing_stop,10.119,18.3,0.0,-18.3,1899.0,110559.8,-0.0473,-0.0074,-0.3196,0.041,-0.0867,0.0011,uptrend,1.0,0.0,down,0.5543
176,2020-02-20,09:32:48,buy,signal,10.111,0.0,29.45,29.45,-32.55,110523.99,0.2627,0.145,0.2833,0.4865,0.4782,0.0421,uptrend,1.0,42.52,up,0.5021
177,2020-02-21,09:32:24,buy,signal,10.431,30.1,43.54,13.44,-14.99,111537.81,0.2732,0.2525,0.253,0.3536,0.4165,0.2398,uptrend,1.0,43.54,up,0.3536
178,2020-02-21,09:32:46,buy,signal,10.451,43.59,57.43,13.84,-15.44,111613.95,0.4166,0.4777,0.3744,0.4876,0.8009,0.6082,uptrend,1.0,57.42,up,0.4876
179,2020-02-21,09:36:57,sell,signal,10.499,57.54,40.29,-17.26,405.93,111899.37,-0.0702,-0.094,-0.1638,-0.1883,0.0182,0.0325,uptrend,1.0,40.28,down,0.316
180,2020-02-21,10:28:35,sell,trailing_stop,10.199,39.59,26.87,-12.72,-109.09,110595.93,0.0469,-0.0413,0.0665,-0.0137,0.0124,-0.1494,uptrend,1.0,20.0,up,0.3117
181,2020-02-24,09:30:00,buy,signal,11.3511,29.02,59.04,30.02,-34.18,113909.15,0.5943,0.7067,0.5199,0.7814,0.9803,2.4179,uptrend,1.0,74.61,up,0.7814
182,2020-02-24,09:30:11,sell,signal,11.2189,58.76,44.74,-14.02,550.64,113121.4,-0.0395,0.1156,-0.429,0.0031,0.1969,0.6493,uptrend,1.0,44.73,neutral,1.0
183,2020-02-24,09:30:26,sell,signal,11.2189,44.74,31.32,-13.42,526.74,113104.7,-0.1327,-0.1827,-0.2604,-0.1869,-0.2446,-0.0061,uptrend,1.0,31.32,down,0.2807
184,2020-02-25,09:34:27,sell,trailing_stop,10.7989,30.51,15.24,-15.26,-47.9,111759.89,-0.0413,-0.0295,-0.1519,-0.1832,0.0145,0.145,uptrend,1.0,10.51,down,0.8745
185,2020-02-25,10:00:24,buy,signal,11.2011,15.72,31.24,15.52,-17.44,112371.53,0.1461,0.1017,0.233,-0.0451,0.1872,0.0847,uptrend,1.0,31.24,up,0.2978
186,2020-02-25,10:10:26,buy,signal,11.1511,31.15,44.12,12.98,-14.56,112198.8,0.2792,0.2605,0.2269,0.4208,0.481,0.1838,uptrend,1.0,44.12,up,0.4208
187,2020-02-25,10:11:23,sell,signal,11.1389,44.1,30.87,-13.23,102.92,112138.08,-0.2513,-0.3345,-0.3011,-0.4913,-0.6279,-0.2402,uptrend,1.0,30.87,down,0.4913
188,2020-02-26,09:35:54,sell,trailing_stop,11.4289,31.42,15.25,-16.18,587.17,113019.23,-0.0161,0.0238,-0.2208,-0.023,0.0543,0.043,uptrend,1.0,0.0,neutral,0.5399
189,2020-02-26,11:12:38,sell,trailing_stop,11.3389,15.15,0.0,-15.15,417.69,112864.74,0.0328,0.0982,-0.2102,0.0859,0.035,0.0761,uptrend,1.0,0.0,neutral,0.1771
190,2020-02-26,11:17:12,buy,signal,11.3211,0.0,14.04,14.04,-15.85,112847.3,0.047,0.0235,-0.0097,-0.0239,-0.0181,0.0244,uptrend,1.0,21.64,up,0.2228
191,2020-02-26,11:27:48,buy,signal,11.3111,14.03,30.0,15.97,-18.02,112813.49,0.2267,0.2298,0.3229,-0.0143,0.0879,0.1577,uptrend,1.0,39.03,up,0.2213
192,2020-02-27,09:34:22,sell,trailing_stop,10.439,28.35,2.96,-25.39,-2378.18,110179.0,0.1023,-0.0191,0.1226,0.1744,-0.077,-0.1251,uptrend,1.0,0.0,up,1.0
193,2020-08-10,09:41:52,buy,signal,11.0311,3.12,18.32,15.19,-16.77,110344.93,0.2165,0.192,0.1532,0.33,0.2721,0.2464,uptrend,1.0,38.05,up,0.3448
194,2020-08-11,09:30:47,sell,trailing_stop,10.6789,17.84,0.0,-17.84,-753.84,109682.09,0.3361,0.3623,0.2371,0.5158,0.6861,0.4663,uptrend,1.0,0.0,up,0.5158
195,2020-08-11,09:33:30,buy,signal,10.6211,0.0,23.44,23.44,-25.7,109653.82,0.5226,0.5295,0.5262,0.7421,0.9572,0.4058,uptrend,0.8,54.96,up,1.0
196,2020-08-12,09:32:41,sell,trailing_stop,10.6289,23.45,3.45,-20.0,-5.68,109653.89,-0.0471,-0.1559,-0.1947,0.1606,-0.0594,-0.1163,uptrend,0.8,3.45,down,0.1653
197,2020-08-12,09:34:05,buy,trailing_stop,10.7011,3.47,20.0,16.53,-18.13,109658.87,0.1928,0.0614,0.336,0.1493,0.1748,-0.1241,uptrend,0.8,20.0,up,1.0
